file,minutes,target_z_um,actual_z_um,z_index,roi_y0,roi_y1,roi_x0,roi_x1,label_counts,unknown_fraction,roi_status,native_length_um,native_x_um,native_y_um,altered_length_um,altered_x_um,altered_y_um,ratio_altered_to_native,ge_fraction_native,ge_fraction_altered,unknown_as_ge_native_um,unknown_as_ge_altered_um,unknown_as_ge_ratio,measurement_status
ROI_105min.tif,105,16.8,16.8,212,374,674,387,687,"{""2"": 89416, ""3"": 584}",0.0,eligible,0.6440475933211576,0.5892078714799955,0.6988873151623195,0.633037380173803,0.583869053049756,0.6822057072978499,0.9829046591253011,0.006488888888888889,0.006577777777777778,0.6440475933211576,0.633037380173803,0.9829046591253011,resolved
ROI_105min.tif,105,17.4,17.4,222,374,674,387,687,"{""2"": 89714, ""3"": 286}",0.0,eligible,0.44371550028704565,0.5391491567143997,0.34828184385969163,0.42790297049427195,0.5374832236162961,0.3183227173722479,0.9643633594441836,0.0031777777777777776,0.003022222222222222,0.44371550028704565,0.42790297049427195,0.9643633594441836,resolved
ROI_105min.tif,105,18.0,18.0,232,374,674,387,687,"{""2"": 88880, ""3"": 1120}",0.0,eligible,0.7420624820416415,0.7346754381925743,0.7494495258907086,0.7448479078851609,0.7407738542220872,0.7489219615482345,1.0037536271013943,0.012444444444444444,0.0128,0.7420624820416415,0.7448479078851609,1.0037536271013943,resolved
ROI_195min.tif,195,12.0,12.0,137,518,818,468,768,"{""2"": 89739, ""3"": 261}",0.0,eligible,0.10211103426725757,0.0957999664337444,0.10842210210077072,0.13078694795582615,0.11971518896117009,0.14185870695048222,1.280830704481109,0.0029,0.002311111111111111,0.10211103426725757,0.13078694795582615,1.280830704481109,resolved
ROI_195min.tif,195,12.6,12.6,147,518,818,468,768,"{""2"": 89754, ""3"": 246}",0.0,eligible,0.11103272841113192,0.1046137580387348,0.11745169878352904,0.13328512324023725,0.11975900372833155,0.14681124275214297,1.2004129336235816,0.0027333333333333333,0.0019555555555555554,0.11103272841113192,0.13328512324023725,1.2004129336235816,resolved
ROI_195min.tif,195,13.2,13.2,157,518,818,469,769,"{""2"": 89710, ""3"": 290}",0.0,eligible,0.1170265616587972,0.10094791624245938,0.133105207075135,0.13921804721848496,0.1283425435715114,0.15009355086545853,1.1896277669371274,0.0032222222222222222,0.0026666666666666666,0.1170265616587972,0.13921804721848496,1.1896277669371274,resolved
ROI_195min.tif,195,13.8,13.8,167,518,818,468,768,"{""2"": 89669, ""3"": 331}",0.0,eligible,0.12543324941633044,0.13309640499284253,0.11777009383981837,0.15222046788422425,0.1603687196403533,0.1440722161280952,1.213557558243455,0.0036777777777777776,0.0021333333333333334,0.12543324941633044,0.15222046788422425,1.213557558243455,resolved
ROI_195min.tif,195,14.4,14.4,177,518,818,468,768,"{""2"": 89883, ""3"": 117}",0.0,eligible,0.10463531917457505,0.10792537765672673,0.10134526069242336,0.1199339713539477,0.11993397135394777,0.11993397135394765,1.1462092561102448,0.0013,0.0007111111111111111,0.10463531917457505,0.1199339713539477,1.1462092561102448,resolved
ROI_195min.tif,195,15.0,15.0,187,518,818,468,768,"{""2"": 89713, ""3"": 287}",0.0,eligible,0.10638591071156234,0.09713659338840978,0.11563522803471489,0.125270465686907,0.13078225823908754,0.11975867313472645,1.1775099244724727,0.0031888888888888887,0.0021333333333333334,0.10638591071156234,0.125270465686907,1.1775099244724727,resolved
ROI_195min.tif,195,15.6,15.6,197,518,818,467,767,"{""2"": 89664, ""3"": 336}",0.0,eligible,0.1765747369433942,0.15885372175113804,0.19429575213565037,0.2131562820572651,0.18081776286402204,0.24549480125050815,1.2071731536861816,0.0037333333333333333,0.0032,0.1765747369433942,0.2131562820572651,1.2071731536861816,resolved
ROI_195min.tif,195,16.2,16.2,207,518,818,467,767,"{""2"": 89195, ""3"": 805}",0.0,eligible,0.6349061355687233,0.4306374563885917,0.839174814748855,0.6816042845511632,0.44433641358322773,0.9188721555190987,1.0735512642992646,0.008944444444444444,0.008533333333333334,0.6349061355687233,0.6816042845511632,1.0735512642992646,resolved
ROI_195min.tif,195,16.8,16.8,217,518,818,467,767,"{""2"": 88933, ""3"": 1067}",0.0,eligible,0.3714319121133987,0.3154959889977076,0.42736783522908983,0.480001281509647,0.4205773746446977,0.5394251883745963,1.2922995193883662,0.011855555555555555,0.010666666666666666,0.3714319121133987,0.480001281509647,1.2922995193883662,resolved
ROI_195min.tif,195,17.4,17.4,227,518,818,466,766,"{""2"": 89153, ""3"": 847}",0.0,eligible,0.25672421771110554,0.19321346928317856,0.3202349661390325,0.31452348692783244,0.24573715015321454,0.3833098237024503,1.2251414756739818,0.009411111111111111,0.008177777777777779,0.25672421771110554,0.31452348692783244,1.2251414756739818,resolved
ROI_195min.tif,195,18.0,18.0,237,518,818,466,766,"{""2"": 89036, ""3"": 964}",0.0,eligible,0.2996250995601787,0.23051159682457556,0.3687386022957818,0.3544240145107336,0.2625077500163026,0.44634027900516454,1.1828916036440023,0.01071111111111111,0.010311111111111111,0.2996250995601787,0.3544240145107336,1.1828916036440023,resolved
ROI_315min.tif,315,12.0,12.0,121,382,682,360,660,"{""2"": 89573, ""3"": 427}",0.0,eligible,0.13455603047603842,0.12894213856522674,0.14016992238685008,0.1606439361230086,0.15155256280901738,0.1697353094369998,1.1938813560022186,0.004744444444444444,0.004266666666666667,0.13455603047603842,0.1606439361230086,1.1938813560022186,resolved
ROI_315min.tif,315,12.6,12.6,131,382,682,360,660,"{""2"": 89276, ""3"": 724}",0.0,eligible,0.1797535664885928,0.17941041930831964,0.180096713668866,0.18787383060796167,0.19133908126254306,0.18440857995338028,1.0451744256205575,0.008044444444444444,0.007644444444444444,0.1797535664885928,0.18787383060796167,1.0451744256205575,resolved
ROI_315min.tif,315,13.2,13.2,141,382,682,360,660,"{""2"": 89386, ""3"": 614}",0.0,eligible,0.23801523035522354,0.2714743087818026,0.20455615192864443,0.23557753002469647,0.23540976964377344,0.2357452904056195,0.9897582170397712,0.006822222222222223,0.006577777777777778,0.23801523035522354,0.23557753002469647,0.9897582170397712,resolved
ROI_315min.tif,315,13.8,13.8,151,382,682,360,660,"{""2"": 89178, ""3"": 822}",0.0,eligible,0.2092383989341429,0.24449345920728727,0.17398333866099852,0.20973015449909824,0.2260098522167488,0.19345045678144768,1.0023502166306966,0.009133333333333334,0.008,0.2092383989341429,0.20973015449909824,1.0023502166306966,resolved
ROI_315min.tif,315,14.4,14.4,161,382,682,360,660,"{""2"": 89391, ""3"": 609}",0.0,eligible,0.1607214795052745,0.18675533136242217,0.13468762764812678,0.18382404110468292,0.20922400895383117,0.15842407325553468,1.1437428380482912,0.0067666666666666665,0.005866666666666667,0.1607214795052745,0.18382404110468292,1.1437428380482912,resolved
ROI_315min.tif,315,15.0,15.0,171,382,682,360,660,"{""2"": 89651, ""3"": 349}",0.0,eligible,0.12496991654836834,0.11767678740976865,0.132263045686968,0.15754534357977085,0.1630738796264958,0.15201680753304586,1.2606661501513807,0.0038777777777777777,0.0033777777777777777,0.12496991654836834,0.15754534357977085,1.2606661501513807,resolved
ROI_315min.tif,315,15.6,15.6,181,381,681,360,660,"{""2"": 89607, ""3"": 393}",0.0,eligible,0.12755939225532784,0.11869329029873187,0.1364254942119238,0.14883077626131774,0.12723544481713733,0.17042610770549818,1.1667567054836094,0.004366666666666666,0.003022222222222222,0.12755939225532784,0.14883077626131774,1.1667567054836094,resolved
ROI_315min.tif,315,16.2,16.2,191,381,681,360,660,"{""2"": 89628, ""3"": 372}",0.0,eligible,0.14389641069359493,0.14031746485738741,0.14747535652980245,0.14720779208207346,0.15205163147228026,0.1423639526918667,1.0230122584192152,0.0041333333333333335,0.0033777777777777777,0.14389641069359493,0.14720779208207346,1.0230122584192152,resolved
ROI_315min.tif,315,16.8,16.8,201,381,681,360,660,"{""2"": 89171, ""3"": 829}",0.0,eligible,0.2665224057564557,0.2600381794514874,0.27300663206142395,0.32197926244743946,0.3137444368646563,0.3302140880302226,1.2080757770949262,0.009211111111111111,0.009066666666666667,0.2665224057564557,0.32197926244743946,1.2080757770949262,resolved
ROI_315min.tif,315,17.4,17.4,211,381,681,360,660,"{""2"": 88571, ""3"": 1429}",0.0,eligible,0.5788353811181509,0.7267833049033489,0.4308874573329529,0.6264428416632103,0.787896819156163,0.46498886417025753,1.082246977462046,0.01587777777777778,0.015466666666666667,0.5788353811181509,0.6264428416632103,1.082246977462046,resolved
ROI_315min.tif,315,18.0,18.0,221,381,681,360,660,"{""2"": 87730, ""3"": 2270}",0.0,eligible,1.5114633856833897,2.4414377394653584,0.5814890319014208,1.5681317225069382,2.5524118540654146,0.5838515909484618,1.0374923649228371,0.025222222222222222,0.025066666666666668,1.5114633856833897,1.5681317225069382,1.0374923649228371,resolved
